route_id,raw_instance_id,base_instance,relative_path,network_group,terrain_variant,vehicle_index,n_customers,n_vehicles,route_demand,route_distance,total_distance,fixed_vehicle_cost,lexicographic_objective,routing_feasible,routing_tw_feasible,charging_feasibility_status,route_source_instance_id,terrain_reuse,fleet_policy,generator,generator_version,seed,n_iterations,config_hash,physics_profile,unassigned_customer_ids
rc103C25_NL__v0,rc103C25_NL,rc103,Medium_Network/25_Customers/Nearly_Level/rc103C25_NL.txt,Medium_Network,NL,0,10,4,3339.75,130.784,507.212,4676801,19214416.0,True,True,unverified,rc103C25_NL,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,20000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc103C25_NL__v1,rc103C25_NL,rc103,Medium_Network/25_Customers/Nearly_Level/rc103C25_NL.txt,Medium_Network,NL,1,5,4,1149.75,111.006,507.212,4676801,19214416.0,True,True,unverified,rc103C25_NL,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,20000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc103C25_NL__v2,rc103C25_NL,rc103,Medium_Network/25_Customers/Nearly_Level/rc103C25_NL.txt,Medium_Network,NL,2,6,4,1204.5,141.875,507.212,4676801,19214416.0,True,True,unverified,rc103C25_NL,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,20000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc103C25_NL__v3,rc103C25_NL,rc103,Medium_Network/25_Customers/Nearly_Level/rc103C25_NL.txt,Medium_Network,NL,3,4,4,1460.0,123.547,507.212,4676801,19214416.0,True,True,unverified,rc103C25_NL,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,20000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc104C25_NL__v0,rc104C25_NL,rc104,Medium_Network/25_Customers/Nearly_Level/rc104C25_NL.txt,Medium_Network,NL,0,5,4,2062.25,120.892,438.352,4271401,17523956.0,True,True,unverified,rc104C25_NL,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,20000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc104C25_NL__v1,rc104C25_NL,rc104,Medium_Network/25_Customers/Nearly_Level/rc104C25_NL.txt,Medium_Network,NL,1,8,4,2792.25,138.088,438.352,4271401,17523956.0,True,True,unverified,rc104C25_NL,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,20000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc104C25_NL__v2,rc104C25_NL,rc104,Medium_Network/25_Customers/Nearly_Level/rc104C25_NL.txt,Medium_Network,NL,2,6,4,2317.75,88.32,438.352,4271401,17523956.0,True,True,unverified,rc104C25_NL,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,20000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc104C25_NL__v3,rc104C25_NL,rc104,Medium_Network/25_Customers/Nearly_Level/rc104C25_NL.txt,Medium_Network,NL,3,6,4,1204.5,91.052,438.352,4271401,17523956.0,True,True,unverified,rc104C25_NL,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,20000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc106C25_NL__v0,rc106C25_NL,rc106,Medium_Network/25_Customers/Nearly_Level/rc106C25_NL.txt,Medium_Network,NL,0,6,5,1496.5,119.883,595.297,4652951,23860052.0,True,True,unverified,rc106C25_NL,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,20000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc106C25_NL__v1,rc106C25_NL,rc106,Medium_Network/25_Customers/Nearly_Level/rc106C25_NL.txt,Medium_Network,NL,1,5,5,1314.0,113.175,595.297,4652951,23860052.0,True,True,unverified,rc106C25_NL,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,20000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc106C25_NL__v2,rc106C25_NL,rc106,Medium_Network/25_Customers/Nearly_Level/rc106C25_NL.txt,Medium_Network,NL,2,5,5,1606.0,112.3,595.297,4652951,23860052.0,True,True,unverified,rc106C25_NL,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,20000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc106C25_NL__v3,rc106C25_NL,rc106,Medium_Network/25_Customers/Nearly_Level/rc106C25_NL.txt,Medium_Network,NL,3,4,5,1460.0,130.121,595.297,4652951,23860052.0,True,True,unverified,rc106C25_NL,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,20000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc106C25_NL__v4,rc106C25_NL,rc106,Medium_Network/25_Customers/Nearly_Level/rc106C25_NL.txt,Medium_Network,NL,4,5,5,1660.75,119.818,595.297,4652951,23860052.0,True,True,unverified,rc106C25_NL,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,20000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c101C10_L__v0,c101C10_L,c101,Small_Network/10_Customers/Level/c101C10_L.txt,Small_Network,L,0,3,3,1460.0,173.211,366.333,1543501,4996836.0,True,True,unverified,c101C10_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c101C10_L__v1,c101C10_L,c101,Small_Network/10_Customers/Level/c101C10_L.txt,Small_Network,L,1,3,3,912.5,93.952,366.333,1543501,4996836.0,True,True,unverified,c101C10_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c101C10_L__v2,c101C10_L,c101,Small_Network/10_Customers/Level/c101C10_L.txt,Small_Network,L,2,4,3,1277.5,99.17,366.333,1543501,4996836.0,True,True,unverified,c101C10_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c101C10_NL__v0,c101C10_NL,c101,Small_Network/10_Customers/Nearly_Level/c101C10_NL.txt,Small_Network,NL,0,3,3,1460.0,173.211,366.333,1543501,4996836.0,True,True,unverified,c101C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c101C10_NL__v1,c101C10_NL,c101,Small_Network/10_Customers/Nearly_Level/c101C10_NL.txt,Small_Network,NL,1,3,3,912.5,93.952,366.333,1543501,4996836.0,True,True,unverified,c101C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c101C10_NL__v2,c101C10_NL,c101,Small_Network/10_Customers/Nearly_Level/c101C10_NL.txt,Small_Network,NL,2,4,3,1277.5,99.17,366.333,1543501,4996836.0,True,True,unverified,c101C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c101C10_VG__v0,c101C10_VG,c101,Small_Network/10_Customers/Very_Gentle/c101C10_VG.txt,Small_Network,VG,0,3,3,1460.0,173.211,366.333,1543501,4996836.0,True,True,unverified,c101C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c101C10_VG__v1,c101C10_VG,c101,Small_Network/10_Customers/Very_Gentle/c101C10_VG.txt,Small_Network,VG,1,3,3,912.5,93.952,366.333,1543501,4996836.0,True,True,unverified,c101C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c101C10_VG__v2,c101C10_VG,c101,Small_Network/10_Customers/Very_Gentle/c101C10_VG.txt,Small_Network,VG,2,4,3,1277.5,99.17,366.333,1543501,4996836.0,True,True,unverified,c101C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c104C10_L__v0,c104C10_L,c104,Small_Network/10_Customers/Level/c104C10_L.txt,Small_Network,L,0,10,1,3285.0,234.219,234.219,1591101,1825320.0,True,True,unverified,c104C10_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c104C10_NL__v0,c104C10_NL,c104,Small_Network/10_Customers/Nearly_Level/c104C10_NL.txt,Small_Network,NL,0,10,1,3285.0,234.219,234.219,1591101,1825320.0,True,True,unverified,c104C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c104C10_VG__v0,c104C10_VG,c104,Small_Network/10_Customers/Very_Gentle/c104C10_VG.txt,Small_Network,VG,0,10,1,3285.0,234.219,234.219,1591101,1825320.0,True,True,unverified,c104C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c202C10_L__v0,c202C10_L,c202,Small_Network/10_Customers/Level/c202C10_L.txt,Small_Network,L,0,10,1,1147.142857142857,282.439,282.439,1445541,1727980.0,True,True,unverified,c202C10_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c202C10_NL__v0,c202C10_NL,c202,Small_Network/10_Customers/Nearly_Level/c202C10_NL.txt,Small_Network,NL,0,10,1,1147.142857142857,282.439,282.439,1445541,1727980.0,True,True,unverified,c202C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c202C10_VG__v0,c202C10_VG,c202,Small_Network/10_Customers/Very_Gentle/c202C10_VG.txt,Small_Network,VG,0,10,1,1147.142857142857,282.439,282.439,1445541,1727980.0,True,True,unverified,c202C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c205C10_L__v0,c205C10_L,c205,Small_Network/10_Customers/Level/c205C10_L.txt,Small_Network,L,0,10,1,938.5714285714286,271.3,271.3,1652761,1924061.0,True,True,unverified,c205C10_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c205C10_NL__v0,c205C10_NL,c205,Small_Network/10_Customers/Nearly_Level/c205C10_NL.txt,Small_Network,NL,0,10,1,938.5714285714286,271.3,271.3,1652761,1924061.0,True,True,unverified,c205C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
c205C10_VG__v0,c205C10_VG,c205,Small_Network/10_Customers/Very_Gentle/c205C10_VG.txt,Small_Network,VG,0,10,1,938.5714285714286,271.3,271.3,1652761,1924061.0,True,True,unverified,c205C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C10_L__v0,r102C10_L,r102,Small_Network/10_Customers/Level/r102C10_L.txt,Small_Network,L,0,5,3,1788.5,118.252,241.143,1278121,4075506.0,True,True,unverified,r102C10_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C10_L__v1,r102C10_L,r102,Small_Network/10_Customers/Level/r102C10_L.txt,Small_Network,L,1,2,3,219.0,44.065,241.143,1278121,4075506.0,True,True,unverified,r102C10_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C10_L__v2,r102C10_L,r102,Small_Network/10_Customers/Level/r102C10_L.txt,Small_Network,L,2,3,3,821.25,78.826,241.143,1278121,4075506.0,True,True,unverified,r102C10_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C10_NL__v0,r102C10_NL,r102,Small_Network/10_Customers/Nearly_Level/r102C10_NL.txt,Small_Network,NL,0,5,3,1788.5,118.252,241.143,1278121,4075506.0,True,True,unverified,r102C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C10_NL__v1,r102C10_NL,r102,Small_Network/10_Customers/Nearly_Level/r102C10_NL.txt,Small_Network,NL,1,2,3,219.0,44.065,241.143,1278121,4075506.0,True,True,unverified,r102C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C10_NL__v2,r102C10_NL,r102,Small_Network/10_Customers/Nearly_Level/r102C10_NL.txt,Small_Network,NL,2,3,3,821.25,78.826,241.143,1278121,4075506.0,True,True,unverified,r102C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C10_VG__v0,r102C10_VG,r102,Small_Network/10_Customers/Very_Gentle/r102C10_VG.txt,Small_Network,VG,0,5,3,1788.5,118.252,241.143,1278121,4075506.0,True,True,unverified,r102C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C10_VG__v1,r102C10_VG,r102,Small_Network/10_Customers/Very_Gentle/r102C10_VG.txt,Small_Network,VG,1,2,3,219.0,44.065,241.143,1278121,4075506.0,True,True,unverified,r102C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r102C10_VG__v2,r102C10_VG,r102,Small_Network/10_Customers/Very_Gentle/r102C10_VG.txt,Small_Network,VG,2,3,3,821.25,78.826,241.143,1278121,4075506.0,True,True,unverified,r102C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r103C10_L__v0,r103C10_L,r103,Small_Network/10_Customers/Level/r103C10_L.txt,Small_Network,L,0,5,2,1405.25,120.962,188.665,1128001,2444667.0,True,True,unverified,r103C10_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r103C10_L__v1,r103C10_L,r103,Small_Network/10_Customers/Level/r103C10_L.txt,Small_Network,L,1,5,2,1131.5,67.703,188.665,1128001,2444667.0,True,True,unverified,r103C10_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r103C10_NL__v0,r103C10_NL,r103,Small_Network/10_Customers/Nearly_Level/r103C10_NL.txt,Small_Network,NL,0,5,2,1405.25,120.962,188.665,1128001,2444667.0,True,True,unverified,r103C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r103C10_NL__v1,r103C10_NL,r103,Small_Network/10_Customers/Nearly_Level/r103C10_NL.txt,Small_Network,NL,1,5,2,1131.5,67.703,188.665,1128001,2444667.0,True,True,unverified,r103C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r103C10_VG__v0,r103C10_VG,r103,Small_Network/10_Customers/Very_Gentle/r103C10_VG.txt,Small_Network,VG,0,5,2,1405.25,120.962,188.665,1128001,2444667.0,True,True,unverified,r103C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r103C10_VG__v1,r103C10_VG,r103,Small_Network/10_Customers/Very_Gentle/r103C10_VG.txt,Small_Network,VG,1,5,2,1131.5,67.703,188.665,1128001,2444667.0,True,True,unverified,r103C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r201C10_L__v0,r201C10_L,r201,Small_Network/10_Customers/Level/r201C10_L.txt,Small_Network,L,0,10,1,660.65,232.639,232.639,1086841,1319480.0,True,True,unverified,r201C10_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r201C10_NL__v0,r201C10_NL,r201,Small_Network/10_Customers/Nearly_Level/r201C10_NL.txt,Small_Network,NL,0,10,1,660.65,232.639,232.639,1086841,1319480.0,True,True,unverified,r201C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r201C10_VG__v0,r201C10_VG,r201,Small_Network/10_Customers/Very_Gentle/r201C10_VG.txt,Small_Network,VG,0,10,1,660.65,232.639,232.639,1086841,1319480.0,True,True,unverified,r201C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r203C10_L__v0,r203C10_L,r203,Small_Network/10_Customers/Level/r203C10_L.txt,Small_Network,L,0,10,1,397.85,213.653,213.653,1288101,1501754.0,True,True,unverified,r203C10_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r203C10_NL__v0,r203C10_NL,r203,Small_Network/10_Customers/Nearly_Level/r203C10_NL.txt,Small_Network,NL,0,10,1,397.85,213.653,213.653,1288101,1501754.0,True,True,unverified,r203C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
r203C10_VG__v0,r203C10_VG,r203,Small_Network/10_Customers/Very_Gentle/r203C10_VG.txt,Small_Network,VG,0,10,1,397.85,213.653,213.653,1288101,1501754.0,True,True,unverified,r203C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc102C10_L__v0,rc102C10_L,rc102,Small_Network/10_Customers/Level/rc102C10_L.txt,Small_Network,L,0,3,3,1149.75,159.114,384.749,1825261,5860532.0,True,True,unverified,rc102C10_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc102C10_L__v1,rc102C10_L,rc102,Small_Network/10_Customers/Level/rc102C10_L.txt,Small_Network,L,1,4,3,1076.75,130.15,384.749,1825261,5860532.0,True,True,unverified,rc102C10_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc102C10_L__v2,rc102C10_L,rc102,Small_Network/10_Customers/Level/rc102C10_L.txt,Small_Network,L,2,3,3,1076.75,95.485,384.749,1825261,5860532.0,True,True,unverified,rc102C10_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc102C10_NL__v0,rc102C10_NL,rc102,Small_Network/10_Customers/Nearly_Level/rc102C10_NL.txt,Small_Network,NL,0,3,3,1149.75,159.114,384.749,1825261,5860532.0,True,True,unverified,rc102C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc102C10_NL__v1,rc102C10_NL,rc102,Small_Network/10_Customers/Nearly_Level/rc102C10_NL.txt,Small_Network,NL,1,4,3,1076.75,130.15,384.749,1825261,5860532.0,True,True,unverified,rc102C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc102C10_NL__v2,rc102C10_NL,rc102,Small_Network/10_Customers/Nearly_Level/rc102C10_NL.txt,Small_Network,NL,2,3,3,1076.75,95.485,384.749,1825261,5860532.0,True,True,unverified,rc102C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc102C10_VG__v0,rc102C10_VG,rc102,Small_Network/10_Customers/Very_Gentle/rc102C10_VG.txt,Small_Network,VG,0,3,3,1149.75,159.114,384.749,1825261,5860532.0,True,True,unverified,rc102C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc102C10_VG__v1,rc102C10_VG,rc102,Small_Network/10_Customers/Very_Gentle/rc102C10_VG.txt,Small_Network,VG,1,4,3,1076.75,130.15,384.749,1825261,5860532.0,True,True,unverified,rc102C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc102C10_VG__v2,rc102C10_VG,rc102,Small_Network/10_Customers/Very_Gentle/rc102C10_VG.txt,Small_Network,VG,2,3,3,1076.75,95.485,384.749,1825261,5860532.0,True,True,unverified,rc102C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc108C10_L__v0,rc108C10_L,rc108,Small_Network/10_Customers/Level/rc108C10_L.txt,Small_Network,L,0,6,2,1277.5,167.197,329.787,1880421,4090629.0,True,True,unverified,rc108C10_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc108C10_L__v1,rc108C10_L,rc108,Small_Network/10_Customers/Level/rc108C10_L.txt,Small_Network,L,1,4,2,1387.0,162.59,329.787,1880421,4090629.0,True,True,unverified,rc108C10_L,False,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc108C10_NL__v0,rc108C10_NL,rc108,Small_Network/10_Customers/Nearly_Level/rc108C10_NL.txt,Small_Network,NL,0,6,2,1277.5,167.197,329.787,1880421,4090629.0,True,True,unverified,rc108C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc108C10_NL__v1,rc108C10_NL,rc108,Small_Network/10_Customers/Nearly_Level/rc108C10_NL.txt,Small_Network,NL,1,4,2,1387.0,162.59,329.787,1880421,4090629.0,True,True,unverified,rc108C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc108C10_VG__v0,rc108C10_VG,rc108,Small_Network/10_Customers/Very_Gentle/rc108C10_VG.txt,Small_Network,VG,0,6,2,1277.5,167.197,329.787,1880421,4090629.0,True,True,unverified,rc108C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
rc108C10_VG__v1,rc108C10_VG,rc108,Small_Network/10_Customers/Very_Gentle/rc108C10_VG.txt,Small_Network,VG,1,4,2,1387.0,162.59,329.787,1880421,4090629.0,True,True,unverified,rc108C10_L,True,unrestricted_fleet_with_fixed_cost,pyvrp,0.14.0,42,10000,394e2059a0b4f9bd26be2a162b6105bef55fcdc40da0d4c2ec1fbc8c32058a9f,official_evrptwgr,[]
